pop, ms ,plot,line,y1,y2,x1,x2,tag,notes,id,class.2013,ros1.2013,ros2.2013,fruits.2013,flowers.2013,class.2014,ros1.2014,ros2.2014,fruits.2014,flowers.2014,notes.2014,class.2015,ros1.2015,ros2.2015,fruits.2015,flowers.2015,notes.2015,class.2016,ros1.2016,ros2.2016,fruits.2016,flowers.2016,notes.2016, found.yr 
L17,A,1,1,24.4,,1.31,,N,,388,J,0.5,0.5,,,A,1,1,,,,,,,,,,J,1,1,,,,2013
L12,S,1,1,24.7,,1.12,,,,389,A,4,5,7,7,D,,,,,,D,,,,,,D,,,,,,2013
L12,S,1,1,29.74,,-0.8,,,,390,J,2,2,,,A,3,2,3,3,,D,,,,,,D,,,,,,2013
L12,S,1,1,29.65,,-0.03,,,,391,J,2.5,1.5,,,,,,,,,,,,,,,A,4,3.5,,11,,2013
L12,S,1,1,29.49,,-0.06,,,,392,J,1.5,1.5,,,,,,,,,,,,,,,,,,,,,2013
L12,S,1,1,29.53,,-0.11,,,,393,A,5,4.5,1,1,,,,,,,,,,,,,,,,,,,2013
L12,S,1,1,29.65,,-0.03,,,,394,J,2.5,1.5,,,A,3,3.5,7,7,,A,3,3,2,2,,,,,,,,2013
L12,S,1,1,29.49,,-0.06,,,,395,J,1.5,1.5,,,J,2,2,,,,J,1,0.5,,,,A,2,2,,1,,2013
L12,S,1,1,29.53,,-0.11,,,,396,A,5,4.5,1,1,A,10,6,15,15,,J,0.5,0.5,,,,D,,,,,,2013
L12,S,1,1,29.35,,-0.8,,,,397,J,1,1,,,A,1.5,2,1,1,,J,0.5,0.5,,,,J,1.5,1.5,,,,2013
L12,S,1,1,29.35,,-0.73,,,,398,A,3.5,2.5,1,1,A,5,2.5,1,1,,D,,,,,,D,,,,,,2013
L12,S,1,1,29.28,,-0.83,,,,399,J,0.4,0.4,,,D,,,,,,D,,,,,,D,,,,,,2013
L12,S,1,1,28.9,,-0.9,,,,400,A,5,3.5,0,1,D,1.5,1.5,,,ONE BUD,D,,,,,,D,,,,,,2013
L12,S,1,1,28.57,,-0.98,,,,401,J,0.5,0.5,,,A,1,1,1,1,,J,1,1,,,,A,1,1,,1,,2013
L12,S,1,1,28.5,,-0.79,,,,402,A,1.5,1.5,1,1,A,3,1.5,1,1,,A,2.5,2,2,2,,D,,,,,,2013
L12,S,1,1,28.4,,-1.04,,,,403,A,1,1,1,1,A,1.5,1.5,1,1,,D,,,,,,A,3.5,3,,5,,2013
L12,S,1,1,28.42,,-1.04,,,,404,J,0.4,0.4,,,D,,,,,,D,,,,,,D,,,,,,2013
L12,S,1,1,29,,-0.91,,,,405,A,1.5,1.5,1,1,A,3,3,3,3,,D,,,,,,D,,,,,,2013
L12,S,1,1,28.07,,0.31,,,,406,A,1.5,1.5,1,1,A,2.5,2.5,4,4,,J,2,2,,,,A,1.5,2,,2,,2013
L12,S,1,1,27.03,,0.29,,,,407,A,2,2,1,2,A,3,3.5,4,4,,A,3,3,1,2,,A,3.5,3.5,,8,,2013
L12,S,1,1,27,,1.04,,,,408,J,1,1,,,A,2,2,3,3,,D,,,,,,D,,,,,,2013
L12,S,1,1,26.62,,0.55,,,,409,J,2,1.5,,,A,3.5,2.5,3,4,,D,,,,,,D,,,,,,2013
L12,S,1,1,26.59,,-0.8,,,,410,A,1.5,1.5,1,1,J,4,1.5,,,,A,3,2,3,3,,A,1,1,,1,,2013
L12,S,1,1,26.2,,-1.07,,,,411,A,3.5,3,1,1,A,3,4,7,7,,A,3,3,7,7,,D,,,,,,2013
L12,S,1,1,24.39,,-0.66,,,,412,J,1,1,,,A,1.5,2,,1,,J,0.5,0.5,,,,D,,,,,,2013
L12,S,1,1,23.6,,-1.08,,,,413,A,2.5,2,2,2,A,2,2,1,1,,J,2,1,,,,A,2.5,2.5,,5,,2013
L12,S,1,1,22.65,,-1,,,,414,J,2,2,,,A,2,1.5,4,4,,A,3,2,1,1,,A,2.5,2,,5,,2013
L12,S,1,1,22.65,,-1.04,,,,415,J,1.5,1.5,,,J,2,1.5,,,,J,2,1,,,,J,,,,,,2013
L12,S,1,1,22.64,,-1.04,,N,DH,416,J,1,1,,,D,,,,,,J,,,,,,A,1.5,2,,4,,2013
L12,S,1,1,22.2,,0.53,,,,417,A,5,5,8,9,A,8,7,26,26,,A,5.5,6,0,5,,D,,,,,,2013
L12,S,1,1,22.21,,0.82,,,,418,A,4.5,3,5,5,A,6,5,9,9,,D,,,,,,D,,,,,,2013
L12,S,1,1,22.1,,0.5,,,Dead,419,A,1.5,2,,2,D,,,,,,D,,,,,,D,,,,,,2013
L12,S,1,1,22.25,,0.24,,,,420,A,1.5,1.5,1,1,A,2,2,4,4,,A,1.5,1,6,1,,D,,,,,,2013
L12,S,1,1,21.55,,0.33,,,,421,J,1.5,1.5,,,A,1.5,2,1,1,,A,2,2,1,1,,A,2,2,,2,,2013
L12,S,1,1,21.58,,-0.95,,,,422,A,3.5,4.5,5,5,A,5,4,3,4,,A,4,3.5,5,5,,A,3.5,3.5,,6,,2013
L12,S,1,1,21.52,,-0.85,,,,423,J,0.3,0.3,,,J,1,1,,,,A,1.5,1.5,1,1,,D,,,,,,2013
L12,S,1,1,21.4,,0.82,,,,424,A,4.5,4,5,5,A,3.5,2,3,3,,A,3,1.5,1,1,,A,3.5,2.5,,2,,2013
L12,S,1,1,21.22,,0.23,,,,425,J,1.5,2,,,A,2.5,2.5,3,3,,A,1.5,2,1,1,,A,3,2,,3,,2013
L12,S,1,1,21.22,,-0.05,,,,426,A,2.5,2.5,,2,A,4,3,5,5,,A,5,4,7,7,,D,,,,,,2013
L12,S,1,1,21.29,,-0.13,,,,427,J,1.5,1.5,,,A,3,2.5,3,4,,A,2,1.5,0,1,,A,2.5,2.5,,4,,2013
L12,S,1,1,20.95,,-0.92,,,,428,A,1.5,1.5,0,1,A,1.5,1,1,1,,,,,,,,D,,,,,,2013
L12,S,1,1,21.04,,-0.93,,,,429,A,3.5,2,1,2,A,2.5,1,2,2,in grass,A,2,1,1,1,,D,,,,,,2013
L12,S,1,1,21.08,,0.04,,,,430,A,3,3,3,3,A,4,3,4,4,,D,,,,,,D,,,,,,2013
L12,S,1,1,21,,0.4,,,,431,A,3.5,3,6,6,D,,,,,,D,,,,,,D,,,,,,2013
L12,S,1,1,21.12,,0.67,,,,432,A,2.5,1.5,5,7,A,3,2,3,3,,D,,,,,,D,,,,,,2013
L12,S,1,1,20.59,,-0.05,,,,433,A,3,3.5,5,7,A,2.5,3,8,8,,A,3.5,4,3,3,,A,4.5,3,,8,,2013
L12,S,1,1,20.75,,-0.74,,,,434,A,0.5,0.5,,,A,1.5,1.5,1,1,,A,1,1,0,1,,D,,,,,,2013
L12,S,1,1,20.68,,-1.06,,,,435,J,2.5,3,,,A,4,5,10,10,,A,4,4,1,1,,D,,,,,,2013
L12,S,1,1,20.55,,-0.84,,N,DH,436,A,1.5,1.5,1,1,A,2,1,2,2,,A,2,2,1,1,,D,,,,,,2013
L12,S,1,1,20.44,,0.18,,,,437,J,0.5,0.5,,,A,2,2,3,3,,J,2,1,,,,A,3,1,,1,,2013
L12,S,1,1,20.05,,-0.85,,,in grass,438,A,3.5,3,3,3,A,2.5,2.5,2,2,,A,4,3.5,2,2,,D,,,,,,2013
L12,S,1,1,20.27,,0.45,,N,DH,439,A,1,1,1,1,A,1.5,1.5,1,1,,A,1.5,1.5,1,1,,A,1.5,1.5,,2,,2013
L12,S,1,1,20,,0.69,,,,440,A,3.5,3,3,3,A,6,4.5,13,13,,D,,,,,,D,,,,,,2013
L12,S,1,1,20,,0.83,,,,441,A,1.5,1,1,1,A,3,2.5,3,3,,D,,,,,,D,,,,,,2013
L12,S,1,1,19.65,,-0.73,,,,442,A,2.5,3.5,1,1,D,5,4,,,,D,,,,,,D,,,,,,2013
L12,S,1,1,19.4,,-0.8,,,,443,A,3.5,4,6,6,A,4,4,2,2,,A,6,8.5,3,3,,D,,,,,,2013
L12,S,1,1,19.37,,-0.83,,N,UH,444,A,2,2,2,2,J,3,3,,,NF,D,,,,,,D,,,,,,2013
L12,S,1,1,19.28,19.38,-0.79,,,,445,A,2.7,1.5,2,2,J,3,2.5,,,,D,,,,,,J,4.5,3,,,,2013
L12,S,1,1,19.3,19.4,-1,,,,446,A,6,5,7,7,A,5,7,12,12,,A,6.5,7,4,4,,D,,,,,,2013
L12,S,1,1,19.27,,-1.03,,,,447,A,1,1,1,1,A,2,1.5,2,2,,D,,,,,,D,,,,,,2013
L12,S,1,1,19.22,,-1.04,,,,448,A,1.2,1.5,1,1,D,,,,,,D,,,,,,D,,,,,,2013
L12,S,1,1,19.17,,-0.77,,,,449,A,5,4,3,3,A,3.5,4,4,6,,A,2.5,1.5,1,1,,A,1,1,,2,,2013
L12,S,1,1,19.1,19.15,0.6,,,,450,A,1.5,1.5,1,1,A,2,1,2,2,,A,3,2,3,3,,A,2.5,2,,3,,2013
L12,S,1,1,19,,0.32,,,,451,J,1,1,,,A,3,3,2.5,1.5,,A,2,2,1,2,,A,2,1.5,,3,,2013
L12,S,1,1,18.96,,0.14,,N,UH,452,J,0.5,0.5,,,A,2,2,1,1,,A,2,2,3,3,,D,,,,,,2013
L12,S,1,1,18.85,,0,,,,453,A,2,2.5,2,2,A,2,2,3,3,,J,4.5,3.5,,,,A,1,1,,1,,2013
L12,S,1,1,18.85,,0.32,,,,454,A,2,1,1,2,A,2,1.5,3,3,,A,2.5,2,2,2,,A,3,2,,4,,2013
L12,S,1,1,18.87,18.95,0.73,,,,455,J,0.5,0.5,,,A,1.5,1.5,1,1,,A,2,2,2,2,,J,1,1,,,,2013
L12,S,1,1,18.5,,0.9,,,1/2 up rooted,456,J,2,3.5,,,J,0.5,0.5,,,,D,,,,,,D,,,,,,2013
L12,S,1,1,18.63,,0.51,0.53,N,UH,457,J,0.5,0.5,,,J,2,1.5,,,,J,1,1,,,,D,,,,,,2013
L12,S,1,1,18.63,,0.55,,,,458,J,0.5,0.5,,,J,1,1,,,,A,2,2.5,3,3,,D,,,,,,2013
L12,S,1,1,18.62,,0.59,0.62,N,DH,459,J,0.5,0.5,,,A,1.5,1,1,1,,D,,,,,,D,,,,,,2013
L12,S,1,1,18.02,,0.85,,,,460,J,2.5,1.5,,,A,1,1,1,1,,A,3.5,2.5,0,1,,D,,,,,,2013
L12,S,1,1,18.11,,0.54,0.45,,,461,A,1.5,1.5,1,1,A,4,3,4,4,,D,,,,,,D,,,,,,2013
L12,S,1,1,17.95,,0.94,,,,462,J,0.5,0.5,,,D,,,,,,D,,,,,,D,,,,,,2013
L12,S,1,1,18.14,,0.1,,,,463,A,2,1.5,2,2,A,2,2,1,1,,D,,,,,S*3,D,,,,,,2013
L12,S,1,1,18.09,,0.1,,,,464,A,3,3,3,3,A,5,4,6,6,,D,,,,,,D,,,,,,2013
L12,S,1,1,18.13,,0.19,,,,465,J,0.7,0.7,,,A,3,3,3,3,,D,,,,,S*3,D,,,,,,2013
L12,S,1,1,18.11,,0.2,,N,North side,466,J,0.5,1,,,A,2,2,1,1,,D,,,,,,D,,,,,,2013
L12,S,1,1,18.09,,-0.89,,,1/2 up rooted,467,A,2,1,1,1,J,2,1,,,,D,,,,,,D,,,,,,2013
L12,S,1,1,17.88,,0.5,,,,468,A,1.5,0.5,2,4,A,2.5,2,3,3,,J,3,1,,,,D,,,,,,2013
L12,S,1,1,17.8,,0.05,,,,469,A,3.5,3,3,3,D,,,,,,D,,,,,S*3,D,,,,,,2013
L12,S,1,1,17.65,,0.36,,,,470,A,2,3,1,1,A,3,3,5,5,uproot,D,,,,,,D,,,,,,2013
L12,S,1,1,17.68,,0.45,,,,471,J,0.5,0.5,,,A,1.5,1,1,1,,D,,,,,,D,,,,,,2013
L12,S,1,1,17.64,,0.21,,,,472,A,3,2,1,1,A,3,2.5,3,3,,D,,,,,,D,,,,,,2013
L12,S,1,1,17.58,,0.56,,,,473,J,2,2,,,A,4,3,0,1,,D,,,,,,D,,,,,,2013
L12,S,1,1,17.49,,0.57,0.53,N,,474,J,0.5,0.5,,,J,0.5,0.5,,,UH,D,,,,,N?,D,,,,,,2013
L12,S,1,1,17.52,,0.62,,N,,475,S,0.2,0.2,,,J,0.5,0.5,,,DH,D,,,,,,D,,,,,,2013
L12,S,1,1,17.54,,0.88,,,,476,J,0.5,0.5,,,A,1,1,1,1,,D,,,,,,D,,,,,,2013
L12,S,1,1,17.48,,0.7,,N,DH,477,A,3.5,3.5,0,1,A,2,3,3,3,,D,,,,,,D,,,,,,2013
L12,S,1,1,17.41,,0.79,,,,478,A,3.5,2,1,1,A,2,2,1,1,,D,,,,,,D,,,,,,2013
L12,S,1,1,17.55,,0,,,Dead,479,J,3,3.5,,,D,,,,,,D,,,,,,D,,,,,,2013
L12,S,1,1,17.55,,0.22,,,,480,A,5,3,1,1,A,3,3.5,2,2,,D,,,,,,D,,,,,,2013
L12,S,1,1,17.28,,0.75,,,,481,J,3.5,1.5,,,J,3,3,,,,D,,,,,,D,,,,,,2013
L12,S,1,1,17.27,,0.66,,,,482,A,2,2,0,1,A,2,1,1,1,,J,2.5,2,,,,D,,,,,,2013
L12,S,1,1,17.22,,0.7,,,,483,A,1.5,2,1,1,A,2.5,2,3,3,,D,,,,,,D,,,,,,2013
L12,S,1,1,17.12,,1,,,,484,A,4,2,2,2,A,4,2,5,5,,A,2,1.5,1,1,,D,,,,,,2013
L12,S,1,1,16.88,,0.98,,,,485,A,2.5,3,3,3,A,3,3,2,2,,J,3,2.5,,,,D,,,,,,2013
L12,S,1,1,16.9,,0.16,0.14,,,486,J,1,1,,,A,3.5,3,5,7,,D,,,,,,D,,,,,,2013
L12,S,1,1,16.52,,0.18,,,,487,J,1,1,,,J,0.5,0.5,,,,D,,,,,,J,0.5,0.5,,,,2013
L12,S,1,1,16.52,,1,,,,488,A,2,2,2,2,A,3,2,4,4,,J,0.5,0.5,,,,D,,,,,,2013
L12,S,1,1,16,,1,,,,489,A,3,3,1,1,A,4,3.5,5,6,,D,,,,,,D,,,,,,2013
L12,S,1,1,16.13,,0.64,,,,490,J,1,1,,,A,3,2,2,2,,D,,,,,,D,,,,,,2013
L12,S,1,1,15.63,,0.13,0.08,,,491,A,1.5,2,2,2,A,3.5,3,3,3,,A,3,3,6,6,,D,,,,,,2013
L12,S,1,1,15.2,,-1,,,1/2 dead,492,J,2.5,1,,,D,,,,,,D,,,,,,D,,,,,,2013
L12,S,1,1,14.82,,0.43,0.38,,,493,A,3,1.5,1,1,A,4,4.5,5,5,,D,,,,,,D,,,,,,2013
L12,S,1,1,13.94,,-0.04,-0.09,,,494,A,1.5,1.5,1,1,A,2.5,2,3,3,,A,2,3,4,4,,A,3,4,,7,,2013
L12,S,1,1,13.53,,-1,,,poss. 13.53,495,A,3.5,3.5,1,1,D,,,,,,D,,,,,,D,,,,,,2013
L12,S,1,1,13.28,,-0.33,,,,496,A,1.5,1.5,2,2,D,,,,,,D,,,,,,D,,,,,,2013
L12,S,1,1,13.25,,-0.3,,,,497,A,2.5,1.5,1,1,D,,,,,,D,,,,,,D,,,,,,2013
L12,S,1,1,13.15,,-0.35,,,,498,A,4,2,3,3,D,,,,,,A,3,4,1,1,,D,,,,,,2013
L12,S,1,1,13.15,,-0.27,-0.33,,,499,A,1.5,1.5,1,1,D,4.5,4,4,4,,D,,,,,,D,,,,,,2013
L12,S,1,1,13,,-0.23,,,,500,J,3,1.5,,,D,,,,,,D,,,,,,D,,,,,,2013
L12,S,1,1,12.52,,-0.04,-0.09,,,501,A,3,1.5,2,2,A,3.5,2,3,3,,J,2.5,2,,,,J,2,1,,,,2013
L12,S,1,1,12.43,,-0.03,-0.08,,,502,A,1.5,1.5,1,1,A,2.5,1,2,2,,J,1,1.5,,,,J,0.5,0.5,,,,2013
L12,S,1,1,12.47,,-0.06,-0.11,N,DH,503,J,0.5,0.5,,,A,1,1,1,1,,J,1,1,,,,J,1,1,,,,2013
L12,S,1,1,12.36,,0,-0.06,,,504,A,1,1,1,1,K,1,1,,,,D,,,,,,J,0.5,0.5,,,,2013
L12,S,1,1,12.37,,-0.05,-0.1,,,505,J,1,1,,,A,2,1.5,2,2,,D,,,,,,D,,,,,,2013
L12,S,1,1,12.32,,-0.04,-0.08,,,506,J,0.5,0.5,,,K,1,1,,,,D,,,,,,J,1,1,,,,2013
L12,S,1,1,12.31,,-0.07,-0.13,N,UH,507,J,4,1.5,,,A,4,2.5,1,1,,A,3,1,3,3,,A,2,1,,1,,2013
L12,S,1,1,12.05,,0.23,,,in grass,508,J,1,1,,,A,1.5,1.5,1,1,,J,0.5,0.5,,,,D,,,,,,2013
L12,S,1,1,11.9,,-0.38,,N,,509,A,4.5,3,3,4,K,0.5,0.5,,,DH in grass,D,,,,,,D,,,,,,2013
L12,S,1,1,11.77,,-0.21,,,,510,A,1,1,1,1,D,,,,,,J,0.5,0.5,,,,D,,,,,,2013
L12,S,1,1,11.74,,-0.26,-0.3,,,511,A,4,4,6,6,K,2,2,,,,D,,,,,,D,,,,,,2013
L12,S,1,1,11.68,,-0.48,,,,512,A,2,2,2,2,D,2,1.5,,,uproot,D,,,,,,D,,,,,,2013
L12,S,1,1,11.34,,-0.57,,,in grass,513,J,0.5,0.5,,,D,,,,,,D,,,,,,D,,,,,,2013
L12,S,1,1,10.2,,-0.44,,,,514,J,1,1,,,D,,,,,,D,,,,,,D,,,,,,2013
L12,S,1,1,10.2,,-0.5,,,,515,J,1.5,1.5,,,D,,,,,,D,,,,,,D,,,,,,2013
L12,S,1,1,10.18,,-0.34,,,,516,A,1.5,1.5,1,1,D,,,,,,D,,,,,,D,,,,,,2013
L12,S,1,1,10.25,,-0.16,,N,UH in grass,517,A,1.5,1.5,2,2,K,0.5,0.5,,,,D,,,,,,D,,,,,,2013
L12,S,1,1,9.98,,0.25,0.18,,,518,J,0.5,0.5,,,A,2,1.5,1,1,,D,,,,,,J,1,1,,,,2013
L12,S,1,1,10.08,,-0.4,,,,519,J,1.5,1.5,,,D,,,,,,D,,,,,,D,,,,,,2013
L12,S,1,1,10.04,,-0.51,-0.6,N,DH,520,J,3,1.5,,,A,2,2,,,,D,,,,,muddy snow,D,,,,,,2013
L12,S,1,1,9.95,,-0.46,-0.53,,,521,A,1.5,1.5,1,1,A,1.5,1.5,1,1,,D,,,,,under snow,D,,,,,,2013
L12,S,1,1,9.66,,-0.12,,,,522,A,1.5,1.5,1,1,D,,,,,,D,,,,,,D,,,,,,2013
L12,S,1,1,9.68,,-0.14,,N,,523,J,0.5,0.5,,,A,3,3,3,3,DH,A,2,1.5,2,2,no nail,A,2.5,2.5,,4,,2013
L12,S,1,1,9.5,,0.2,0.14,,,524,J,1.5,1.5,,,A,3.5,3.5,5,5,,A,3.5,3.5,7,7,,D,,,,,,2013
L12,S,1,1,9.5,,0.33,0.25,N,North side,525,A,2.5,4,2,2,A,4,2.5,6,6,,D,,,,,,D,,,,,,2013
L12,S,1,1,9.46,,0.64,,,,526,J,1,1,,,A,3,1.5,2,2,,D,,,,,,D,,,,,,2013
L12,S,1,1,9.42,,0.6,,,,527,J,2,1.5,,,A,2.5,2,1,1,,D,,,,,,D,,,,,,2013
L12,S,1,1,9.27,,-0.6,,,,528,A,3,3,3,3,A,3.5,3,3,3,grass,A,2.5,2.5,4,4,buried in snow,A,3.5,3,,3,,2013
L12,S,1,1,9.32,,0.65,0.58,,,529,J,0.5,0.5,,,A,1.5,1.5,1,1,,J,0.5,0.5,,,,D,,,,,,2013
L12,S,1,1,9.17,,0.79,0.72,,,530,J,0.5,0.5,,,J,1,1,,,,J,1,0.5,,,,D,,,,,,2013
L12,S,1,1,8.99,,0.63,0.56,,Dead,531,A,3,3,,6,J,2.5,2,,,,D,,,,,,D,,,,,,2013
L12,S,1,1,8.97,,0.36,0.3,,,532,J,1,1,,,A,3,3,3,3,,A,1.5,2,0,1,,D,,,,,,2013
L12,S,1,1,8.62,,0.64,0.57,N,UH,533,A,3.5,5,0,1,A,5,3.5,9,10,,D,,,,,,D,,,,,,2013
L12,S,1,1,8.49,,0.54,0.46,,,534,J,0.5,0.5,,,A,1,1,1,1,,J,0.5,0.5,,,,J,0.5,0.5,,,,2013
L12,S,1,1,8.49,,0.64,0.56,,,535,J,0.5,0.5,,,J,0.5,0.5,,,,J,0.5,0.5,,,,J,0.5,0.5,,,,2013
L12,S,1,1,8.46,,0.62,0.52,N,DH,536,J,0.5,0.5,,,D,,,,,,D,,,,,,D,,,,,,2013
L12,S,1,1,8.32,,0.82,0.72,,,537,A,3,2,2,2,J,3,1.5,,,uproot,J,0.5,0.5,,,,D,,,,,,2013
L12,S,1,1,8.32,,0.87,,,,538,S,,,,,D,,,,,,J,1,1,,,alive recov,D,,,,,,2013
L12,S,1,1,8.23,,0.7,0.62,,,539,J,0.5,0.5,,,J,1,0.5,,,,D,,,,,,A,1,1,,1,,2013
L12,S,1,1,8.19,,0.72,0.64,N,UH,540,S,,,,,J,0.5,0.5,,,,A,1.5,1,1,1,,A,2,1,,2,,2013
L12,S,1,1,7.7,,-0.19,,,,541,A,3.5,4,4,4,D,,,,,,D,,,,,,D,,,,,,2013
L12,S,1,1,7.58,,-0.21,,,,542,J,0.5,0.5,,,D,,,,,,D,,,,,,D,,,,,,2013
L12,S,1,1,7.88,,0.49,,,,543,J,2.5,2,,,A,3,1.5,2,2,,A,1,1,1,1,,A,1.5,1.5,,2,,2013
L12,S,1,1,7.54,,0.39,0.3,,,544,J,1,0.5,,,A,3,2,1,1,,A,3,2.5,4,5,,D,,,,,,2013
L12,S,1,1,7.54,,0.42,,,,545,S,0.1,0.1,,,D,,,,,,D,,,,,,D,,,,,,2013
L12,S,1,1,,,,,,>5m cow damage,546,NA,,,,,,,,,,,,,,,,,,,,,,,2013
B42,S,1,1,0.31,,0.82,,,,547,,,,,,A,3,4,,2,,A,2,3,1,1,,A,3.5,4,5,5,,2014
B42,S,1,1,5.75,,-0.15,,,,548,,,,,,A,9,6,0,1,,A,5,7.5,7,7,,D,,,,,,2014
B42,S,1,1,6.35,,0.82,,,,549,,,,,,J,1,1,,,,J,1.5,1.5,,,,J,0.5,0.5,,,,2014
B42,S,1,1,7.4,,-0.15,,,,550,,,,,,J,0.5,0.5,,,,J,1,1,,,,J,1,0.5,,,,2014
B42,S,1,1,7.74,,0,,N,up hill,551,,,,,,A,2,2,,1,,A,2,2,,,,J,0.5,0.5,,,,2014
B42,S,1,1,8.18,,-1.55,,,,552,,,,,,A,5,2,,1,,J,3,2.5,,,,A,3,3,3,3,,2014
B42,S,1,1,8.6,,-1.5,,,,553,,,,,,A,6,4,,1,,A,5,4,8,8,,D,,,,,,2014
B42,S,1,1,10.58,,-1.66,,B15,DH,554,,,,,,A,7,6,,5,,A,4,5,5,5,,A,7,5.5,1,1,,2014
B42,S,1,1,11.19,,1.37,,N,DH,555,,,,,,J,0.5,0.5,,,,J,0.5,0.5,,,,D,,,,,,2014
B42,S,1,1,11.33,,-0.59,,N,DH,556,,,,,,J,0.5,0.5,,,,A,1.5,1,1,1,,A,1.5,1,1,1,,2014
B42,S,1,1,11.33,,-0.57,,,,557,,,,,,S,,,,,,J,0.5,0.5,,,,J,0.5,0.5,,,,2014
B42,S,1,1,11.48,,-0.36,,,,558,,,,,,S,,,,,,J,0.5,0.5,,,,J,0.5,0.5,,,,2014
B42,S,1,1,11.51,,-0.41,,N,DH,559,,,,,,S,,,,,,J,0.5,0.5,,,,D,,,,,,2014
B42,S,1,1,13.43,,-0.61,,,,560,,,,,,A,3,2,,1,,A,2,1.5,4,4,,J,1.5,1,,,,2014
B42,S,1,1,14.55,,1.5,,,,561,,,,,,A,4,4,,1,,A,3.5,3.5,5,5,,A,4.5,4.5,3,3,,2014
B42,S,1,1,16.05,,1.6,,,,562,,,,,,A,3,2,,1,,A,2,1,0,1,,A,2,1.5,2,2,,2014
B42,S,1,1,16.2,,0.15,,,,563,,,,,,J,3,1.5,,,,A,1.5,1.5,2,2,,D,,,,,,2014
B42,S,1,1,16.44,,-0.06,,,,564,,,,,,A,2,1,,2,,A,1,1,1,1,,J,0.5,0.5,,,,2014
B42,S,1,1,16.72,,-1.72,,,,565,,,,,,A,11,9,,23,,A,6,7,1,1,,A,7,5.5,7,7,,2014
B42,S,1,1,17.07,,-0.19,,,,566,,,,,,S,,,,,,J,1,1,,,,D,,,,,,2014
B42,S,1,1,17.1,,-0.1,,N,DH,567,,,,,,J,0.5,0.5,,,,J,1,1,,,,A,1.5,1,2,2,,2014
B42,S,1,1,17.22,,-1.4,,,,568,,,,,,A,2,2,,2,,A,2,2,1,1,,A,3.5,3.5,6,6,,2014
B42,S,1,1,17.35,,-0.62,,,,569,,,,,,A,3,2,,2,,A,3.5,2.5,0,3,,D,,,,,,2014
B42,S,1,1,17.44,,0.04,,,,570,,,,,,J,0.5,0.5,,,,J,1,1,,,,A,1,1,1,1,,2014
B42,S,1,1,18.25,,-1.63,,,,571,,,,,,A,6,4,,5,,A,4,3.5,1,5,,A,5,4.5,6,6,,2014
B42,S,1,1,18.8,,0.11,,,,572,,,,,,J,0.5,0.5,,,,A,1,1,,,,A,0.5,0.5,1,1,,2014
B42,S,1,1,19.25,,-0.18,,,,573,,,,,,J,0.5,0.5,,,,J,1,0.5,,,,D,,,,,,2014
B42,S,1,1,20.6,,-0.81,,,,574,,,,,,A,1,1,,1,,A,1.5,1.5,2,2,,A,1,1.5,2,3,,2014
B42,S,1,1,20.9,,-0.13,,,,575,,,,,,A,4,4,,3,,J,3,2.5,,,,J,2.5,1.5,,,,2014
B42,S,2,1,12.2,,0.94,,,,576,,,,,,J,0.5,0.5,,,,J,0.5,0.5,,,,D,,,,,,2014
B42,S,2,1,12.2,,0.94,,,,577,,,,,,J,0.5,0.5,,,,,,,,,,D,,,,,,2014
B42,S,2,1,12.22,,0.95,,,,578,,,,,,J,0.5,0.5,,,,D,,,,,,D,,,,,,2014
B42,S,2,1,12.22,,0.95,,,,579,,,,,,J,0.5,0.5,,,,,,,,,,D,,,,,,2014
B42,S,2,1,14.76,,-2.62,,N,UP,580,,,,,,A,2,2,,2,,A,2,1.5,1,1,,J,2,1.5,,,,2014
B42,S,2,1,15.15,,-1.57,,,DH yucca,582,,,,,,A,1.5,1.5,,2,,,,,,,D?  No yucca?,D,,,,,,2014
B46,S,1,1,1.29,,-0.24,,,,584,,,,,,A,7,6,,13,2013?,A,3.5,4.5,0,4,,D,,,,,,2014
B46,S,1,1,1.97,,-0.19,,,,585,,,,,,A,3,2,,2,,A,1,1,2,2,,J,1.5,1.5,,,,2014
B46,S,1,1,5.55,,0.07,,,,586,,,,,,A,2,2,,2,,J,0.5,0.5,,,,D,,,,,,2014
B46,S,1,1,6.65,,-0.18,,,,587,,,,,,J,0.5,0.5,,,,J,0.5,0.5,,,,D,,,,,,2014
B46,S,1,1,6.66,,-0.52,,,,588,,,,,,A,1,1,,1,,D,,,,,,D,,,,,,2014
B46,S,1,1,6.99,,0.12,,,,589,,,,,,A,2,2,,2,in path,J,2,1,,,,D,,,,,,2014
B46,S,1,1,7.59,,-0.33,,,,590,,,,,,A,2,1,,2,,J,2,2,,,,D,,,,,,2014
B46,S,1,1,9.99,,-0.16,,,,591,,,,,,A,1,1,,1,,A,2,1,,1,,D,,,,,,2014
B46,S,1,1,11.06,,0.27,,,,592,,,,,,A,5,5,,7,2013?,A,5,5.5,0,1,,J,5.5,3,,,,2014
B46,S,1,1,12.64,,0.04,,,,593,,,,,,A,3,2,,3,,J,3,1.5,,,,J,2,2,,,,2014
B46,S,1,1,13.45,,-0.33,,,,594,,,,,,J,0.5,0.5,,,,J,0.5,0.5,,,,J,0.5,0.5,,,,2014
B46,S,1,1,13.45,,-0.33,,,,595,,,,,,J,0.5,0.5,,,,J,0.5,0.5,,,,J,0.5,0.5,,,,2014
