pop, ms ,plot,line,y1,y2,x1,x2,tag,notes,id,class.2013,ros1.2013,ros2.2013,fruits.2013,flowers.2013,class.2014,ros1.2014,ros2.2014,fruits.2014,flowers.2014,notes.2014,class.2015,ros1.2015,ros2.2015,fruits.2015,flowers.2015,notes.2015,class.2016,ros1.2016,ros2.2016,fruits.2016,flowers.2016,notes.2016, found.yr 
L12,S,1,1,18.9,,-0.18,,,,1052,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
L12,S,1,1,18.13,,-0.22,,,,1053,,,,,,,,,,,,,,,,,,A,0.5,0.5,,1,,2016
L12,S,1,1,18.16,,-0.25,,,,1054,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
L12,S,1,1,20.24,,0.55,,,,1055,,,,,,,,,,,,,,,,,,A,2.5,2,,4,,2016
L12,S,1,1,20.77,,0.26,,,,1056,,,,,,,,,,,,,,,,,,A,2.5,2,,5,,2016
L12,S,1,1,21.04,,-0.08,,,,1057,,,,,,,,,,,,,,,,,,A,1,1,,1,,2016
L12,S,1,1,21.04,,-0.08,,,,1058,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
L12,S,1,1,21.46,,0.23,,,,1059,,,,,,,,,,,,,,,,,,A,3,1.5,,3,,2016
L12,S,1,1,21.71,,0.18,,,,1060,,,,,,,,,,,,,,,,,,J,1,1,,,,2016
L12,S,1,1,22.54,,1,,,,1061,,,,,,,,,,,,,,,,,,A,1,1,,1,,2016
L12,S,1,1,23.48,,-0.06,,,,1062,,,,,,,,,,,,,,,,,,A,2.5,3,,4,,2016
L12,S,1,1,24.6,,0.58,,,,1063,,,,,,,,,,,,,,,,,,A,1,1,,1,,2016
L12,S,1,1,25.23,,-0.92,,,,1064,,,,,,,,,,,,,,,,,,A,3,2,,3,,2016
L12,S,1,1,29.42,,-0.1,,,,1065,,,,,,,,,,,,,,,,,,A,1,1,,2,,2016
L12,S,1,1,29.46,,-0.21,,,,1066,,,,,,,,,,,,,,,,,,J,1,1,,,,2016
L12,S,1,1,29.66,,0.09,,,,1067,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
L12,S,1,1,29.73,,-0.03,,,,1068,,,,,,,,,,,,,,,,,,S,0.5,0.5,,,,2016
L11,S,1,1,1.44,,1.42,,,,1069,,,,,,,,,,,,,,,,,,A,0.5,0.5,,1,,2016
L11,S,1,1,13.02,,0.25,,,,1070,,,,,,,,,,,,,,,,,,A,3,2.5,,4,,2016
L11,S,1,1,13.26,,-0.46,,,,1071,,,,,,,,,,,,,,,,,,A,3.5,2.5,,4,1 ABORTED,2016
L11,S,1,1,13.35,,-0.46,,,,1072,,,,,,,,,,,,,,,,,,A,1.5,1.5,,3,,2016
L11,S,1,1,13.69,,0.04,,,,1073,,,,,,,,,,,,,,,,,,J,1,1,,,,2016
L11,S,1,1,14.07,,1,,,,1074,,,,,,,,,,,,,,,,,,J,1,1,,,,2016
L11,S,1,1,13.82,,-0.5,,,,1075,,,,,,,,,,,,,,,,,,A,1,1,,1,,2016
L11,S,1,1,14.89,,-0.5,,,,1076,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
L11,S,1,1,14.15,,-0.65,,,,1077,,,,,,,,,,,,,,,,,,A,2.5,2,,3,,2016
L11,S,1,1,14.65,,-0.55,,,,1078,,,,,,,,,,,,,,,,,,A,1,1,,1,,2016
L11,S,1,1,14.89,,-0.28,,,,1079,,,,,,,,,,,,,,,,,,A,1,1,,1,,2016
L11,S,1,1,14.93,,-0.24,,,,1080,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
L11,S,1,1,14.94,,-0.25,,,,1081,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
L11,S,1,1,15,,-0.32,,,,1082,,,,,,,,,,,,,,,,,,A,1.5,1,,2,,2016
L11,S,1,1,15.04,,-0.5,,,,1083,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
L11,S,1,1,15.08,,-0.66,,,,1084,,,,,,,,,,,,,,,,,,A,1,1,,1,,2016
L11,S,1,1,15.2,,-0.63,,,,1085,,,,,,,,,,,,,,,,,,A,1,1,,1,,2016
L11,S,1,1,15.15,,-0.41,,,,1086,,,,,,,,,,,,,,,,,,A,1,1,,1,,2016
L11,S,1,1,15.21,,-0.22,,,,1087,,,,,,,,,,,,,,,,,,A,2,1,,1,,2016
L11,S,1,1,15.16,,-0.08,,,,1088,,,,,,,,,,,,,,,,,,A,1.5,1.5,,1,,2016
L11,S,1,1,15.44,,-0.21,,,,1089,,,,,,,,,,,,,,,,,,A,1,1,,1,,2016
L11,S,1,1,15.43,,-0.51,,,,1090,,,,,,,,,,,,,,,,,,A,1,1,,1,,2016
L11,S,1,1,15.85,,0.7,,,,1091,,,,,,,,,,,,,,,,,,A,1,1,,1,,2016
L11,S,1,1,16.34,,-0.68,,,,1092,,,,,,,,,,,,,,,,,,A,2.5,2,,3,1 ABORTED,2016
L11,S,1,1,18.12,,-0.02,,,,1093,,,,,,,,,,,,,,,,,,J,0.5,5,,,,2016
L11,S,1,1,17.93,,-0.88,,,,1094,,,,,,,,,,,,,,,,,,A,1.5,1,,1,1 ABORTED,2016
L11,S,1,1,18.4,,-0.95,,,,1095,,,,,,,,,,,,,,,,,,A,2,2,,2,,2016
L11,S,1,1,19.07,,-0.74,,,,1096,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
L11,S,1,1,19.6,,0,,,,1097,,,,,,,,,,,,,,,,,,A,2,2.5,,3,,2016
L11,S,1,1,20.25,,-0.04,,,,1098,,,,,,,,,,,,,,,,,,A,1,1,,1,,2016
L11,S,1,1,20.21,,-0.23,,,,1099,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
L11,S,1,1,20.25,,-0.27,,,,1100,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
L11,S,1,1,20.36,,-0.57,,,,1101,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
L11,S,1,1,20.49,,-0.56,,,,1102,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
L11,S,1,1,20.6,,-0.48,,,,1103,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
L11,S,1,1,21.45,,-0.17,,,,1104,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
L11,S,1,1,21.48,,-0.18,,,,1105,,,,,,,,,,,,,,,,,,A,1,1,,1,,2016
L11,S,1,1,21.75,,-0.57,,,,1106,,,,,,,,,,,,,,,,,,A,2,1.5,,2,,2016
L11,S,1,1,21.8,,-0.48,,,,1107,,,,,,,,,,,,,,,,,,A,3,2,,7,,2016
L11,S,1,1,21.8,,0.26,,,,1108,,,,,,,,,,,,,,,,,,A,1,1,,1,,2016
L11,S,1,1,22.7,,0.74,,,,1109,,,,,,,,,,,,,,,,,,A,1,1,,1,,2016
L11,S,1,1,22.99,,-0.92,,,,1110,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
L11,S,1,1,23.1,,-0.69,,,,1111,,,,,,,,,,,,,,,,,,A,2.5,2.5,,4,,2016
L11,S,1,1,23.12,,-0.57,,,,1112,,,,,,,,,,,,,,,,,,A,2.5,2,,4,,2016
L11,S,1,1,23.32,,-0.65,,,,1113,,,,,,,,,,,,,,,,,,A,2,2,,3,,2016
L11,S,1,1,23.31,,-0.51,,,,1114,,,,,,,,,,,,,,,,,,A,2.5,3,,4,,2016
L11,S,1,1,23.34,,-0.6,,,,1115,,,,,,,,,,,,,,,,,,A,1,1,,1,,2016
L11,S,1,1,24.7,,-0.7,,,,1116,,,,,,,,,,,,,,,,,,A,2,2,,5,,2016
L11,S,1,1,24.73,,-0.7,,,,1117,,,,,,,,,,,,,,,,,,A,3,2,,5,,2016
L11,S,2,1,10.57,,0.88,,,,1118,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
L11,S,2,1,10.59,,0.74,,,,1119,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
L11,S,2,1,10.77,,0.49,,,,1120,,,,,,,,,,,,,,,,,,A,2.5,2,,4,,2016
L11,S,2,1,10.94,,0.47,,,,1121,,,,,,,,,,,,,,,,,,A,1,1,,1,,2016
L11,S,2,1,11.15,,0.48,,,,1122,,,,,,,,,,,,,,,,,,A,2,1.5,,,1 ABORTED,2016
L11,S,2,1,11.17,,0.16,,,,1123,,,,,,,,,,,,,,,,,,A,0.5,0.5,,1,,2016
L11,S,2,1,11.21,,0.05,,,,1124,,,,,,,,,,,,,,,,,,A,1.5,1,,2,,2016
L11,S,2,1,11.52,,-0.21,,,,1125,,,,,,,,,,,,,,,,,,A,1,1,,1,,2016
L11,S,2,1,11.64,,0.71,,,,1126,,,,,,,,,,,,,,,,,,A,1,1,,1,,2016
L11,S,2,1,11.9,,0,,,,1127,,,,,,,,,,,,,,,,,,A,3,2.5,,4,,2016
L11,S,2,1,11.97,,0.99,,,,1128,,,,,,,,,,,,,,,,,,A,1,1,,1,,2016
L11,S,2,1,11.99,,1,,,,1129,,,,,,,,,,,,,,,,,,A,3,2,,3,,2016
L11,S,2,1,12.05,,0.81,,,,1130,,,,,,,,,,,,,,,,,,A,1,1,,1,,2016
L11,S,2,1,12.27,,0.28,,,,1131,,,,,,,,,,,,,,,,,,A,1,1,,1,1 ABORTED,2016
L11,S,2,1,12.47,,0.28,,,,1132,,,,,,,,,,,,,,,,,,A,1.5,1.5,,3,,2016
L11,S,2,1,12.98,,0.61,,,,1133,,,,,,,,,,,,,,,,,,A,2,2,,4,,2016
L11,S,2,1,13.05,,0.98,,,,1134,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
L11,S,2,1,13.05,,0.88,,,,1135,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
L11,S,2,1,13.17,,0.27,,,,1136,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
L11,S,2,1,13.18,,0.73,,,,1137,,,,,,,,,,,,,,,,,,A,0.5,0.5,,1,,2016
L11,S,2,1,13.21,,0.69,,,,1138,,,,,,,,,,,,,,,,,,A,0.5,0.5,,1,,2016
L11,S,2,1,13.32,,0.81,,,,1139,,,,,,,,,,,,,,,,,,A,1.5,1.5,,2,1 ABORTED,2016
L11,S,2,1,13.45,,0.41,,,,1140,,,,,,,,,,,,,,,,,,A,1,1,,1,,2016
L11,S,2,1,13.49,,0.49,,,,1141,,,,,,,,,,,,,,,,,,A,1,1,,1,,2016
L11,S,2,1,13.5,,0.5,,,,1142,,,,,,,,,,,,,,,,,,A,0.5,0.5,,1,,2016
L11,S,2,1,13.99,,-0.02,,,,1143,,,,,,,,,,,,,,,,,,A,1,1,,1,,2016
L11,S,2,1,14.32,,0.11,,,,1144,,,,,,,,,,,,,,,,,,A,1.5,1,,2,,2016
L17,A,1,1,5.25,,-0.62,,,,1145,,,,,,,,,,,,,,,,,,A,1,1,1,1,,2016
L17,A,1,1,16.6,,-0.72,,N UH,,1146,,,,,,,,,,,,,,,,,,A,2.5,1.5,3,3,,2016
L17,A,1,1,16.98,,-0.88,,,,1147,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,x2,2016
L17,A,1,1,17.17,,-1,,,,1148,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,x3,2016
L17,A,1,1,17.56,,-0.29,,,,1149,,,,,,,,,,,,,,,,,,S,0.5,0.5,,,,2016
L17,A,1,1,17.56,,-0.35,,,,1150,,,,,,,,,,,,,,,,,,S,0.5,0.5,,,,2016
L17,A,1,1,18.61,,-0.85,,,,1151,,,,,,,,,,,,,,,,,,S,0.5,0.5,,,,2016
L17,A,1,1,18.41,,-0.04,,,,1152,,,,,,,,,,,,,,,,,,S,0.5,0.5,,,,2016
L17,A,1,1,20.65,,0.34,,,,1153,,,,,,,,,,,,,,,,,,J,2,1,,,,2016
L17,A,1,1,21.1,,1.25,,N facing rd,,1154,,,,,,,,,,,,,,,,,,A,4.5,3.5,7,7,,2016
L17,A,1,1,21.9,,1.11,,,,1155,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
L17,A,1,1,22.03,,0.47,,,,1156,,,,,,,,,,,,,,,,,,A,1,1,1,1,,2016
L17,A,1,1,22.15,,0.15,,,,1157,,,,,,,,,,,,,,,,,,S,0.5,0.5,,,,2016
L17,A,1,1,24.57,,0.08,,,,1158,,,,,,,,,,,,,,,,,,J,1.5,1.5,,,,2016
C27,A,1,1,0.44,,0.46,,,,1159,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
C27,A,1,1,3.1,,0.17,,,,1160,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
C27,A,1,1,3.67,,-0.22,,,,1161,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
C27,A,1,1,6.42,,0.19,,,,1162,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
C27,A,1,1,6.75,,-0.17,,,,1163,,,,,,,,,,,,,,,,,,J,2,3,,,,2016
C27,A,1,1,7.89,,0.68,,,,1164,,,,,,,,,,,,,,,,,,A,2.5,2.5,3,3,,2016
C27,A,1,1,8.47,,0.8,,,,1165,,,,,,,,,,,,,,,,,,A,2.5,2.5,2,3,,2016
C27,A,1,1,8.58,,0.75,,,,1166,,,,,,,,,,,,,,,,,,A,4.5,2,5,5,,2016
C27,A,1,1,8.69,,0.67,,,,1167,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
C27,A,1,1,8.58,,-0.73,,,,1168,,,,,,,,,,,,,,,,,,A,2,2,4,4,,2016
C27,A,1,1,8.88,,-0.22,,,,1169,,,,,,,,,,,,,,,,,,A,1,1.5,1,1,,2016
C27,A,1,1,9.15,,-0.08,,,,1170,,,,,,,,,,,,,,,,,,J,0.5,0.5,,,,2016
C27,A,1,1,9.27,,0.64,,,,1171,,,,,,,,,,,,,,,,,,J,1,0.5,,,,2016
C27,A,1,1,9.37,,-0.22,,,,1172,,,,,,,,,,,,,,,,,,A,1.5,1.5,1,1,,2016
C27,A,1,1,10.14,,-0.48,,,,1173,,,,,,,,,,,,,,,,,,A,1,1,1,1,,2016
C27,A,1,1,10.71,,-0.82,,,,1174,,,,,,,,,,,,,,,,,,A,1,1,1,1,,2016
